source,target,value,sweep_2,sweep_3,sweep_4,sweep_5
Parent occupation,Prosocial behaviour,3.394945e-05,Hyperactivity/inattention,Conduct problems,Prosocial behaviour,Prosocial behaviour
Parent occupation,Smoking,1.651598e-05,Hyperactivity/inattention,Hyperactivity/inattention,Digital access,Conduct problems
Parent occupation,Conduct problems,3.4263732e-05,Hyperactivity/inattention,Hyperactivity/inattention,Digital access,Conduct problems
Parent occupation,Hyperactivity/inattention,2.2759592e-05,Hyperactivity/inattention,Hyperactivity/inattention,Digital access,Hyperactivity/inattention
Parent occupation,Emotional dysfunction,1.8786413e-05,Hyperactivity/inattention,Hyperactivity/inattention,Bullied by others,Emotional dysfunction
Parent occupation,Peer relationship problems,2.8329845e-05,Hyperactivity/inattention,Hyperactivity/inattention,Bullied by others,Peer relationship problems
Parent occupation,Cognition (vocabulary),1.6552536e-05,Hyperactivity/inattention,Hyperactivity/inattention,Cognition (reading),Cognition (vocabulary)
Parent occupation,Hyperactivity/inattention,3.3215987e-05,Hyperactivity/inattention,Hyperactivity/inattention,Cognition (reading),Hyperactivity/inattention
Parent occupation,Prosocial behaviour,1.4556646e-05,Hyperactivity/inattention,Hyperactivity/inattention,Cognition (reading),Prosocial behaviour
Parent occupation,Cognition (vocabulary),1.9174808e-05,Hyperactivity/inattention,Hyperactivity/inattention,Cognition (numbers),Cognition (vocabulary)
Parent occupation,Emotional dysfunction,1.6626518e-05,Hyperactivity/inattention,Hyperactivity/inattention,Cognition (numbers),Emotional dysfunction
Parent occupation,Hyperactivity/inattention,1.5073043e-05,Hyperactivity/inattention,Hyperactivity/inattention,Cognition (numbers),Hyperactivity/inattention
Parent occupation,Peer relationship problems,1.7257713e-05,Hyperactivity/inattention,Hyperactivity/inattention,Cognition (numbers),Peer relationship problems
Parent occupation,Hyperactivity/inattention,1.5967618e-05,Hyperactivity/inattention,Hyperactivity/inattention,Likes reading (home),Hyperactivity/inattention
Parent occupation,Hyperactivity/inattention,3.501533e-05,Hyperactivity/inattention,Hyperactivity/inattention,School liking,Hyperactivity/inattention
Parent occupation,Smoking,2.6722244e-05,Hyperactivity/inattention,Hyperactivity/inattention,Emotional dysfunction,Emotional dysfunction
Parent occupation,Alcohol,1.4638892e-05,Hyperactivity/inattention,Hyperactivity/inattention,Emotional dysfunction,Emotional dysfunction
Parent occupation,Truancy,1.6268008e-05,Hyperactivity/inattention,Hyperactivity/inattention,Emotional dysfunction,Emotional dysfunction
Parent occupation,Emotional dysfunction,8.039968e-05,Hyperactivity/inattention,Hyperactivity/inattention,Emotional dysfunction,Emotional dysfunction
Parent occupation,Peer relationship problems,1.8341127e-05,Hyperactivity/inattention,Hyperactivity/inattention,Emotional dysfunction,Emotional dysfunction
Parent occupation,Smoking,0.00011485775,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems,Conduct problems
Parent occupation,Alcohol,5.36144e-05,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems,Conduct problems
Parent occupation,Cognition (vocabulary),1.8285446e-05,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems,Conduct problems
Parent occupation,Illegal behaviour,5.422553e-05,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems,Conduct problems
Parent occupation,Bullies others,6.93968e-05,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems,Conduct problems
Parent occupation,Truancy,7.9809426e-05,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems,Conduct problems
Parent occupation,Self-harm,7.272985e-05,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems,Conduct problems
Parent occupation,Negative feelings,2.3374889e-05,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems,Conduct problems
Parent occupation,Emotional dysfunction,1.9086225e-05,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems,Conduct problems
Parent occupation,Conduct problems,0.00023828166,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems,Conduct problems
Parent occupation,Hyperactivity/inattention,3.894805e-05,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems,Conduct problems
Parent occupation,Prosocial behaviour,7.0186245e-05,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems,Conduct problems
Parent occupation,Alcohol,1.6285376e-05,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems,Hyperactivity/inattention
Parent occupation,Hyperactivity/inattention,5.218714e-05,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems,Hyperactivity/inattention
Parent occupation,Peer relationship problems,2.371249e-05,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems,Peer relationship problems
Parent occupation,Prosocial behaviour,4.4003507e-05,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems,Prosocial behaviour
Parent occupation,Alcohol,1.9200166e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Plays sports
Parent occupation,Cognition (vocabulary),1.6828422e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Plays sports
Parent occupation,Self-harm,3.2114924e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Plays sports
Parent occupation,Wellbeing,1.8120378e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Plays sports
Parent occupation,Self-esteem,2.4195488e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Plays sports
Parent occupation,Negative feelings,2.476897e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Plays sports
Parent occupation,Emotional dysfunction,1.4673373e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Plays sports
Parent occupation,Peer relationship problems,2.638368e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Plays sports
Parent occupation,Cognition (vocabulary),2.1562888e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Cognition (working memory)
Parent occupation,Smoking,3.464567e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (anger)
Parent occupation,Alcohol,2.5582787e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (anger)
Parent occupation,Illegal behaviour,2.5457157e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (anger)
Parent occupation,Bullies others,3.8882863e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (anger)
Parent occupation,Truancy,1.5163765e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (anger)
Parent occupation,Wellbeing,1.6585345e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (anger)
Parent occupation,Negative feelings,1.9357682e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (anger)
Parent occupation,Smoking,2.0154337e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (worrying)
Parent occupation,Self-harm,3.669549e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (worrying)
Parent occupation,Self-esteem,1.8850054e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (worrying)
Parent occupation,Negative feelings,2.4965593e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (worrying)
Parent occupation,Smoking,1.4971377e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (sadness)
Parent occupation,Self-harm,2.2805922e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (sadness)
Parent occupation,Wellbeing,2.0835789e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (sadness)
Parent occupation,Self-esteem,2.0497522e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (sadness)
Parent occupation,Negative feelings,2.1374824e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (sadness)
Parent occupation,Alcohol,2.1115962e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (fear)
Parent occupation,Bullies others,2.6481644e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (fear)
Parent occupation,Self-harm,7.2729126e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (fear)
Parent occupation,Wellbeing,2.4959258e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (fear)
Parent occupation,Self-esteem,2.1382722e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (fear)
Parent occupation,Negative feelings,5.01536e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (fear)
Parent occupation,Emotional dysfunction,2.5152447e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (fear)
Parent occupation,Peer relationship problems,1.7222597e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (fear)
Parent occupation,Smoking,5.6489716e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Emotional dysfunction
Parent occupation,Alcohol,3.0946012e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Emotional dysfunction
Parent occupation,Bullies others,2.4245026e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Emotional dysfunction
Parent occupation,Truancy,3.4389897e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Emotional dysfunction
Parent occupation,Self-esteem,1.5755197e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Emotional dysfunction
Parent occupation,Emotional dysfunction,0.0001699616,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Emotional dysfunction
Parent occupation,Peer relationship problems,3.877238e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Emotional dysfunction
Parent occupation,Smoking,0.00012088338,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Parent occupation,Alcohol,5.64271e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Parent occupation,Cognition (vocabulary),1.924473e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Parent occupation,Illegal behaviour,5.707029e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Parent occupation,Bullies others,7.3037474e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Parent occupation,Truancy,8.3996354e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Parent occupation,Self-harm,7.654537e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Parent occupation,Negative feelings,2.4601175e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Parent occupation,Emotional dysfunction,2.0087518e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Parent occupation,Conduct problems,0.00025078232,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Parent occupation,Hyperactivity/inattention,4.0991326e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Parent occupation,Prosocial behaviour,7.386833e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Parent occupation,Smoking,0.00026508197,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent occupation,Alcohol,0.00060546957,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent occupation,Cognition (vocabulary),0.00013190987,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent occupation,Illegal behaviour,0.00012672126,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent occupation,Bullies others,6.1060775e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent occupation,Truancy,0.00017042863,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent occupation,Self-harm,0.00020998312,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent occupation,Wellbeing,0.00023608207,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent occupation,Self-esteem,5.0006776e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent occupation,Negative feelings,5.0385675e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent occupation,Emotional dysfunction,7.618088e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent occupation,Conduct problems,0.00023289611,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent occupation,Hyperactivity/inattention,0.0019402517,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent occupation,Peer relationship problems,0.000127537,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent occupation,Prosocial behaviour,4.2221105e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent occupation,Smoking,2.0584752e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Peer relationship problems
Parent occupation,Alcohol,4.8025413e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Peer relationship problems
Parent occupation,Cognition (vocabulary),3.3713728e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Peer relationship problems
Parent occupation,Truancy,3.029589e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Peer relationship problems
Parent occupation,Self-harm,2.5465704e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Peer relationship problems
Parent occupation,Wellbeing,1.6111726e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Peer relationship problems
Parent occupation,Negative feelings,2.2436552e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Peer relationship problems
Parent occupation,Emotional dysfunction,1.7756063e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Peer relationship problems
Parent occupation,Peer relationship problems,0.00019968061,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Peer relationship problems
Parent occupation,Prosocial behaviour,0.000112592184,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Prosocial behaviour
Parent occupation,Alcohol,2.4960762e-05,Hyperactivity/inattention,Hyperactivity/inattention,Peer relationship problems,Peer relationship problems
Parent occupation,Cognition (vocabulary),1.7522398e-05,Hyperactivity/inattention,Hyperactivity/inattention,Peer relationship problems,Peer relationship problems
Parent occupation,Truancy,1.5746007e-05,Hyperactivity/inattention,Hyperactivity/inattention,Peer relationship problems,Peer relationship problems
Parent occupation,Peer relationship problems,0.000103782135,Hyperactivity/inattention,Hyperactivity/inattention,Peer relationship problems,Peer relationship problems
Parent occupation,Prosocial behaviour,9.233989e-05,Hyperactivity/inattention,Hyperactivity/inattention,Prosocial behaviour,Prosocial behaviour
Parent occupation,Emotional dysfunction,2.3200593e-05,Hyperactivity/inattention,Peer relationship problems,Emotional dysfunction,Emotional dysfunction
Parent occupation,Emotional dysfunction,1.44917885e-05,Hyperactivity/inattention,Peer relationship problems,Peer relationship problems,Emotional dysfunction
Parent occupation,Alcohol,2.6241181e-05,Hyperactivity/inattention,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parent occupation,Cognition (vocabulary),1.8421248e-05,Hyperactivity/inattention,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parent occupation,Truancy,1.6553735e-05,Hyperactivity/inattention,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parent occupation,Peer relationship problems,0.00010910588,Hyperactivity/inattention,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parent occupation,Prosocial behaviour,4.1877418e-05,Hyperactivity/inattention,Prosocial behaviour,Prosocial behaviour,Prosocial behaviour
Parent occupation,Smoking,6.462529e-05,Peer relationship problems,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent occupation,Alcohol,3.5402813e-05,Peer relationship problems,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent occupation,Illegal behaviour,1.602672e-05,Peer relationship problems,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent occupation,Bullies others,2.7736762e-05,Peer relationship problems,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent occupation,Truancy,3.934268e-05,Peer relationship problems,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent occupation,Self-esteem,1.8024239e-05,Peer relationship problems,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent occupation,Emotional dysfunction,0.00019443924,Peer relationship problems,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent occupation,Peer relationship problems,4.435633e-05,Peer relationship problems,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent occupation,Peer relationship problems,1.7908864e-05,Peer relationship problems,Emotional dysfunction,Peer relationship problems,Peer relationship problems
Parent occupation,Smoking,1.6805021e-05,Peer relationship problems,Conduct problems,Conduct problems,Conduct problems
Parent occupation,Conduct problems,3.486337e-05,Peer relationship problems,Conduct problems,Conduct problems,Conduct problems
Parent occupation,Conduct problems,1.6641165e-05,Peer relationship problems,Hyperactivity/inattention,Conduct problems,Conduct problems
Parent occupation,Conduct problems,1.7514189e-05,Peer relationship problems,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Parent occupation,Smoking,1.851285e-05,Peer relationship problems,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent occupation,Alcohol,4.2284915e-05,Peer relationship problems,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent occupation,Self-harm,1.4664847e-05,Peer relationship problems,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent occupation,Wellbeing,1.6487551e-05,Peer relationship problems,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent occupation,Conduct problems,1.6265049e-05,Peer relationship problems,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent occupation,Hyperactivity/inattention,0.00013550371,Peer relationship problems,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent occupation,Peer relationship problems,1.7309783e-05,Peer relationship problems,Peer relationship problems,Bullied by others,Peer relationship problems
Parent occupation,Smoking,4.6558212e-05,Peer relationship problems,Peer relationship problems,Emotional dysfunction,Emotional dysfunction
Parent occupation,Alcohol,2.550537e-05,Peer relationship problems,Peer relationship problems,Emotional dysfunction,Emotional dysfunction
Parent occupation,Bullies others,1.9982488e-05,Peer relationship problems,Peer relationship problems,Emotional dysfunction,Emotional dysfunction
Parent occupation,Truancy,2.8343782e-05,Peer relationship problems,Peer relationship problems,Emotional dysfunction,Emotional dysfunction
Parent occupation,Emotional dysfunction,0.0001400805,Peer relationship problems,Peer relationship problems,Emotional dysfunction,Emotional dysfunction
Parent occupation,Peer relationship problems,3.195578e-05,Peer relationship problems,Peer relationship problems,Emotional dysfunction,Emotional dysfunction
Parent occupation,Conduct problems,2.0727755e-05,Peer relationship problems,Peer relationship problems,Conduct problems,Conduct problems
Parent occupation,Alcohol,2.3814295e-05,Peer relationship problems,Peer relationship problems,Hyperactivity/inattention,Hyperactivity/inattention
Parent occupation,Hyperactivity/inattention,7.631387e-05,Peer relationship problems,Peer relationship problems,Hyperactivity/inattention,Hyperactivity/inattention
Parent occupation,Alcohol,1.4588263e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Plays sports
Parent occupation,Self-harm,2.440088e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Plays sports
Parent occupation,Self-esteem,1.8383702e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Plays sports
Parent occupation,Negative feelings,1.8819434e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Plays sports
Parent occupation,Peer relationship problems,2.004629e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Plays sports
Parent occupation,Cognition (vocabulary),1.9791192e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Cognition (vocabulary)
Parent occupation,Self-harm,1.6477255e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Feelings (happiness)
Parent occupation,Wellbeing,2.1098562e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Feelings (happiness)
Parent occupation,Negative feelings,1.5093828e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Feelings (happiness)
Parent occupation,Smoking,2.908166e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Emotional dysfunction
Parent occupation,Alcohol,1.593142e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Emotional dysfunction
Parent occupation,Truancy,1.7704378e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Emotional dysfunction
Parent occupation,Emotional dysfunction,8.74985e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Emotional dysfunction
Parent occupation,Peer relationship problems,1.996054e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Emotional dysfunction
Parent occupation,Smoking,1.9022915e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Conduct problems
Parent occupation,Conduct problems,3.9464572e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Conduct problems
Parent occupation,Alcohol,2.2562615e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Hyperactivity/inattention
Parent occupation,Hyperactivity/inattention,7.230281e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Hyperactivity/inattention
Parent occupation,Smoking,6.791043e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parent occupation,Alcohol,0.00015843895,Peer relationship problems,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parent occupation,Cognition (vocabulary),0.00011122377,Peer relationship problems,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parent occupation,Illegal behaviour,3.5307712e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parent occupation,Truancy,9.9948105e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parent occupation,Self-harm,8.401301e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parent occupation,Wellbeing,5.3153628e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parent occupation,Negative feelings,7.401964e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parent occupation,Emotional dysfunction,5.8578404e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parent occupation,Conduct problems,1.7939035e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parent occupation,Hyperactivity/inattention,4.3801414e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parent occupation,Peer relationship problems,0.00065875927,Peer relationship problems,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parent occupation,Prosocial behaviour,7.782522e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Prosocial behaviour
Parent occupation,Prosocial behaviour,4.1427043e-05,Peer relationship problems,Peer relationship problems,Prosocial behaviour,Prosocial behaviour
Parent occupation,Prosocial behaviour,7.883927e-05,Peer relationship problems,Prosocial behaviour,Prosocial behaviour,Prosocial behaviour
Parent occupation,Prosocial behaviour,4.2399664e-05,Prosocial behaviour,Prosocial behaviour,Prosocial behaviour,Prosocial behaviour
Parent education,Alcohol,2.1431013e-05,Parenting (general),Parenting (activities),Parenting (involvement),Plays sports
Parent education,Cognition (vocabulary),1.87837e-05,Parenting (general),Parenting (activities),Parenting (involvement),Plays sports
Parent education,Self-harm,3.5846322e-05,Parenting (general),Parenting (activities),Parenting (involvement),Plays sports
Parent education,Wellbeing,2.0225765e-05,Parenting (general),Parenting (activities),Parenting (involvement),Plays sports
Parent education,Self-esteem,2.7006736e-05,Parenting (general),Parenting (activities),Parenting (involvement),Plays sports
Parent education,Negative feelings,2.764685e-05,Parenting (general),Parenting (activities),Parenting (involvement),Plays sports
Parent education,Emotional dysfunction,1.6378257e-05,Parenting (general),Parenting (activities),Parenting (involvement),Plays sports
Parent education,Peer relationship problems,2.9449173e-05,Parenting (general),Parenting (activities),Parenting (involvement),Plays sports
Parent education,Cognition (vocabulary),1.7816432e-05,Parenting (general),Parenting (activities),Parenting (involvement),Cognition (vocabulary)
Parent education,Smoking,2.1222033e-05,Parenting (general),Parenting (activities),Parenting (involvement),Feelings (anger)
Parent education,Alcohol,1.567061e-05,Parenting (general),Parenting (activities),Parenting (involvement),Feelings (anger)
Parent education,Illegal behaviour,1.5593656e-05,Parenting (general),Parenting (activities),Parenting (involvement),Feelings (anger)
Parent education,Bullies others,2.3817507e-05,Parenting (general),Parenting (activities),Parenting (involvement),Feelings (anger)
Parent education,Self-harm,2.046116e-05,Parenting (general),Parenting (activities),Parenting (involvement),Feelings (sadness)
Parent education,Wellbeing,1.8693585e-05,Parenting (general),Parenting (activities),Parenting (involvement),Feelings (sadness)
Parent education,Self-esteem,1.8390096e-05,Parenting (general),Parenting (activities),Parenting (involvement),Feelings (sadness)
Parent education,Negative feelings,1.91772e-05,Parenting (general),Parenting (activities),Parenting (involvement),Feelings (sadness)
Parent education,Emotional dysfunction,2.9006162e-05,Parenting (general),Parenting (activities),Parenting (involvement),Emotional dysfunction
Parent education,Alcohol,3.0465768e-05,Parenting (general),Parenting (activities),Parenting (involvement),Hyperactivity/inattention
Parent education,Hyperactivity/inattention,9.7628785e-05,Parenting (general),Parenting (activities),Parenting (involvement),Hyperactivity/inattention
Parent education,Peer relationship problems,4.090831e-05,Parenting (general),Parenting (activities),Parenting (involvement),Peer relationship problems
Parent education,Prosocial behaviour,3.1725132e-05,Parenting (general),Parenting (activities),Parenting (involvement),Prosocial behaviour
Parent education,Smoking,1.5616939e-05,Parenting (general),Parenting (activities),Digital access,Conduct problems
Parent education,Conduct problems,3.2398602e-05,Parenting (general),Parenting (activities),Digital access,Conduct problems
Parent education,Hyperactivity/inattention,2.1520684e-05,Parenting (general),Parenting (activities),Digital access,Hyperactivity/inattention
Parent education,Cognition (vocabulary),2.0324896e-05,Parenting (general),Parenting (activities),Cognition (reading),Cognition (vocabulary)
Parent education,Emotional dysfunction,1.5438382e-05,Parenting (general),Parenting (activities),Cognition (reading),Emotional dysfunction
Parent education,Hyperactivity/inattention,4.0785984e-05,Parenting (general),Parenting (activities),Cognition (reading),Hyperactivity/inattention
Parent education,Prosocial behaviour,1.7874137e-05,Parenting (general),Parenting (activities),Cognition (reading),Prosocial behaviour
Parent education,Hyperactivity/inattention,1.536734e-05,Parenting (general),Parenting (activities),Likes reading (home),Hyperactivity/inattention
Parent education,Emotional dysfunction,3.5768902e-05,Parenting (general),Parenting (activities),Emotional dysfunction,Emotional dysfunction
Parent education,Smoking,3.758649e-05,Parenting (general),Parenting (activities),Conduct problems,Conduct problems
Parent education,Alcohol,1.7544982e-05,Parenting (general),Parenting (activities),Conduct problems,Conduct problems
