source,target,value,sweep_2,sweep_3,sweep_4
Poverty,School aptitude (teacher-rating),0.000114681076,School readiness,Parenting (activities),Cognition (reading)
Poverty,Art/music (teacher-rating),0.00012112211,School readiness,Cognition (patterns),Digital access
Poverty,Plays sports,0.0003004316,School readiness,Cognition (patterns),PE (teacher-rating)
Poverty,PE (teacher-rating),0.0006144155,School readiness,Cognition (patterns),PE (teacher-rating)
Poverty,Cognition (vocabulary),0.00011703906,School readiness,Cognition (patterns),PE (teacher-rating)
Poverty,Bullied by others (teacher-rating),0.0001873381,School readiness,Cognition (patterns),PE (teacher-rating)
Poverty,Feelings (laughter),0.00018669512,School readiness,Cognition (patterns),PE (teacher-rating)
Poverty,Feelings (worrying),8.0252976e-05,School readiness,Cognition (patterns),PE (teacher-rating)
Poverty,Feelings (fear),8.882957e-05,School readiness,Cognition (patterns),PE (teacher-rating)
Poverty,Peer relationship problems,0.00019030769,School readiness,Cognition (patterns),PE (teacher-rating)
Poverty,PE (teacher-rating),0.00016682042,School readiness,Cognition (patterns),Cognition (reading)
Poverty,Cognition (vocabulary),0.00019289191,School readiness,Cognition (patterns),Cognition (reading)
Poverty,STEM (teacher-rating),0.0005765061,School readiness,Cognition (patterns),Cognition (reading)
Poverty,English (teacher-rating),0.00084617187,School readiness,Cognition (patterns),Cognition (reading)
Poverty,Art/music (teacher-rating),0.0003295104,School readiness,Cognition (patterns),Cognition (reading)
Poverty,School aptitude (teacher-rating),0.00056841766,School readiness,Cognition (patterns),Cognition (reading)
Poverty,Feelings (laughter),0.00023019845,School readiness,Cognition (patterns),Cognition (reading)
Poverty,Feelings (sadness),0.00011728871,School readiness,Cognition (patterns),Cognition (reading)
Poverty,Hyperactivity/inattention,0.00010037126,School readiness,Cognition (patterns),Cognition (reading)
Poverty,Plays sports,0.00031243564,School readiness,Cognition (patterns),Cognition (patterns)
Poverty,Cognition (vocabulary),0.0002608945,School readiness,Cognition (patterns),Cognition (patterns)
Poverty,Cognition (working memory),0.0010884925,School readiness,Cognition (patterns),Cognition (patterns)
Poverty,STEM (teacher-rating),0.00055196945,School readiness,Cognition (patterns),Cognition (patterns)
Poverty,English (teacher-rating),0.0002860695,School readiness,Cognition (patterns),Cognition (patterns)
Poverty,Art/music (teacher-rating),0.0005136333,School readiness,Cognition (patterns),Cognition (patterns)
Poverty,School aptitude (teacher-rating),0.00027665286,School readiness,Cognition (patterns),Cognition (patterns)
Poverty,Bullies others (teacher-rating),0.00013461124,School readiness,Cognition (patterns),Cognition (patterns)
Poverty,Feelings (anger),9.944121e-05,School readiness,Cognition (patterns),Cognition (patterns)
Poverty,Feelings (worrying),0.000100998914,School readiness,Cognition (patterns),Cognition (patterns)
Poverty,Feelings (sadness),0.00018120262,School readiness,Cognition (patterns),Cognition (patterns)
Poverty,Conduct problems,0.0001495734,School readiness,Cognition (patterns),Cognition (patterns)
Poverty,Prosocial behaviour,0.00011745144,School readiness,Cognition (patterns),Cognition (patterns)
Poverty,Plays sports,0.00018167784,School readiness,Cognition (patterns),Cognition (numbers)
Poverty,PE (teacher-rating),0.00029915132,School readiness,Cognition (patterns),Cognition (numbers)
Poverty,Cognition (vocabulary),0.0003510522,School readiness,Cognition (patterns),Cognition (numbers)
Poverty,Cognition (working memory),0.00051290175,School readiness,Cognition (patterns),Cognition (numbers)
Poverty,STEM (teacher-rating),0.0006508717,School readiness,Cognition (patterns),Cognition (numbers)
Poverty,English (teacher-rating),0.0003946839,School readiness,Cognition (patterns),Cognition (numbers)
Poverty,Art/music (teacher-rating),0.00023015411,School readiness,Cognition (patterns),Cognition (numbers)
Poverty,School aptitude (teacher-rating),0.0003820252,School readiness,Cognition (patterns),Cognition (numbers)
Poverty,Bullies others (teacher-rating),9.80724e-05,School readiness,Cognition (patterns),Cognition (numbers)
Poverty,Bullied by others (teacher-rating),0.000118549346,School readiness,Cognition (patterns),Cognition (numbers)
Poverty,Feelings (happiness),0.00020302742,School readiness,Cognition (patterns),Cognition (numbers)
Poverty,Feelings (sadness),7.949017e-05,School readiness,Cognition (patterns),Cognition (numbers)
Poverty,Feelings (fear),0.00012960528,School readiness,Cognition (patterns),Cognition (numbers)
Poverty,Emotional dysfunction,0.00015454137,School readiness,Cognition (patterns),Cognition (numbers)
Poverty,Hyperactivity/inattention,0.00016530849,School readiness,Cognition (patterns),Cognition (numbers)
Poverty,Peer relationship problems,0.0001850004,School readiness,Cognition (patterns),Cognition (numbers)
Poverty,Prosocial behaviour,0.00014641503,School readiness,Cognition (patterns),Cognition (numbers)
Poverty,Cognition (vocabulary),0.00026292793,School readiness,Cognition (patterns),STEM (teacher-rating)
Poverty,Cognition (working memory),0.00034411676,School readiness,Cognition (patterns),STEM (teacher-rating)
Poverty,STEM (teacher-rating),0.00066274183,School readiness,Cognition (patterns),STEM (teacher-rating)
Poverty,English (teacher-rating),0.000177049,School readiness,Cognition (patterns),STEM (teacher-rating)
Poverty,School aptitude (teacher-rating),0.00017410678,School readiness,Cognition (patterns),STEM (teacher-rating)
Poverty,Feelings (happiness),8.771016e-05,School readiness,Cognition (patterns),STEM (teacher-rating)
Poverty,Feelings (laughter),0.0002715248,School readiness,Cognition (patterns),STEM (teacher-rating)
Poverty,Feelings (anger),0.00011564992,School readiness,Cognition (patterns),STEM (teacher-rating)
Poverty,Feelings (worrying),8.156171e-05,School readiness,Cognition (patterns),STEM (teacher-rating)
Poverty,Emotional dysfunction,0.00016040598,School readiness,Cognition (patterns),STEM (teacher-rating)
Poverty,Conduct problems,9.325405e-05,School readiness,Cognition (patterns),STEM (teacher-rating)
Poverty,Hyperactivity/inattention,0.0001160766,School readiness,Cognition (patterns),STEM (teacher-rating)
Poverty,STEM (teacher-rating),0.00014549063,School readiness,Cognition (patterns),English (teacher-rating)
Poverty,English (teacher-rating),0.00043999765,School readiness,Cognition (patterns),English (teacher-rating)
Poverty,Art/music (teacher-rating),0.00024971526,School readiness,Cognition (patterns),English (teacher-rating)
Poverty,School aptitude (teacher-rating),0.00029376204,School readiness,Cognition (patterns),English (teacher-rating)
Poverty,Feelings (happiness),8.922379e-05,School readiness,Cognition (patterns),English (teacher-rating)
Poverty,Feelings (worrying),8.866841e-05,School readiness,Cognition (patterns),English (teacher-rating)
Poverty,Conduct problems,7.69618e-05,School readiness,Cognition (patterns),English (teacher-rating)
Poverty,Peer relationship problems,0.00011453035,School readiness,Cognition (patterns),English (teacher-rating)
Poverty,Art/music (teacher-rating),0.00029057212,School readiness,Cognition (patterns),Art/music (teacher-rating)
Poverty,Feelings (worrying),7.699848e-05,School readiness,Cognition (patterns),Art/music (teacher-rating)
Poverty,Emotional dysfunction,0.00021409923,School readiness,Cognition (patterns),Emotional dysfunction
Poverty,Conduct problems,0.00018540892,School readiness,Cognition (patterns),Conduct problems
Poverty,STEM (teacher-rating),8.473547e-05,School readiness,Cognition (patterns),Hyperactivity/inattention
Poverty,School aptitude (teacher-rating),8.839969e-05,School readiness,Cognition (patterns),Hyperactivity/inattention
Poverty,Bullied by others (teacher-rating),7.6627344e-05,School readiness,Cognition (patterns),Hyperactivity/inattention
Poverty,Feelings (worrying),8.295646e-05,School readiness,Cognition (patterns),Hyperactivity/inattention
Poverty,Feelings (sadness),9.0190544e-05,School readiness,Cognition (patterns),Hyperactivity/inattention
Poverty,Feelings (fear),9.947092e-05,School readiness,Cognition (patterns),Hyperactivity/inattention
Poverty,Hyperactivity/inattention,0.0005717796,School readiness,Cognition (patterns),Hyperactivity/inattention
Poverty,Peer relationship problems,0.00014285932,School readiness,Cognition (patterns),Peer relationship problems
Poverty,PE (teacher-rating),0.00014028554,School readiness,Cognition (similarities),PE (teacher-rating)
Poverty,STEM (teacher-rating),0.00014043713,School readiness,Cognition (similarities),Cognition (reading)
Poverty,English (teacher-rating),0.00020612784,School readiness,Cognition (similarities),Cognition (reading)
Poverty,Art/music (teacher-rating),8.0268874e-05,School readiness,Cognition (similarities),Cognition (reading)
Poverty,School aptitude (teacher-rating),0.00013846678,School readiness,Cognition (similarities),Cognition (reading)
Poverty,Cognition (working memory),0.00018241786,School readiness,Cognition (similarities),Cognition (patterns)
Poverty,STEM (teacher-rating),9.250326e-05,School readiness,Cognition (similarities),Cognition (patterns)
Poverty,Art/music (teacher-rating),8.6078595e-05,School readiness,Cognition (similarities),Cognition (patterns)
Poverty,Plays sports,7.8749246e-05,School readiness,Cognition (similarities),Cognition (numbers)
Poverty,PE (teacher-rating),0.00012966876,School readiness,Cognition (similarities),Cognition (numbers)
Poverty,Cognition (vocabulary),0.00015216549,School readiness,Cognition (similarities),Cognition (numbers)
Poverty,Cognition (working memory),0.00022232006,School readiness,Cognition (similarities),Cognition (numbers)
Poverty,STEM (teacher-rating),0.0002821239,School readiness,Cognition (similarities),Cognition (numbers)
Poverty,English (teacher-rating),0.00017107789,School readiness,Cognition (similarities),Cognition (numbers)
Poverty,Art/music (teacher-rating),9.976155e-05,School readiness,Cognition (similarities),Cognition (numbers)
Poverty,School aptitude (teacher-rating),0.0001655909,School readiness,Cognition (similarities),Cognition (numbers)
Poverty,Feelings (happiness),8.800334e-05,School readiness,Cognition (similarities),Cognition (numbers)
Poverty,Peer relationship problems,8.0189435e-05,School readiness,Cognition (similarities),Cognition (numbers)
Poverty,Cognition (working memory),8.7257744e-05,School readiness,Cognition (similarities),STEM (teacher-rating)
Poverty,STEM (teacher-rating),0.00016805156,School readiness,Cognition (similarities),STEM (teacher-rating)
Poverty,English (teacher-rating),8.644326e-05,School readiness,Cognition (similarities),English (teacher-rating)
Poverty,Art/music (teacher-rating),8.187358e-05,School readiness,Cognition (similarities),Art/music (teacher-rating)
Poverty,Art/music (teacher-rating),8.381054e-05,School readiness,Cognition (vocabulary),Digital access
Poverty,Plays sports,8.361312e-05,School readiness,Cognition (vocabulary),PE (teacher-rating)
Poverty,PE (teacher-rating),0.000170998,School readiness,Cognition (vocabulary),PE (teacher-rating)
Poverty,PE (teacher-rating),0.00014219736,School readiness,Cognition (vocabulary),Cognition (reading)
Poverty,Cognition (vocabulary),0.00016442062,School readiness,Cognition (vocabulary),Cognition (reading)
Poverty,STEM (teacher-rating),0.00049141253,School readiness,Cognition (vocabulary),Cognition (reading)
Poverty,English (teacher-rating),0.000721275,School readiness,Cognition (vocabulary),Cognition (reading)
Poverty,Art/music (teacher-rating),0.00028087394,School readiness,Cognition (vocabulary),Cognition (reading)
Poverty,School aptitude (teacher-rating),0.00048451795,School readiness,Cognition (vocabulary),Cognition (reading)
Poverty,Feelings (laughter),0.00019622064,School readiness,Cognition (vocabulary),Cognition (reading)
Poverty,Feelings (sadness),9.9976634e-05,School readiness,Cognition (vocabulary),Cognition (reading)
Poverty,Hyperactivity/inattention,8.555624e-05,School readiness,Cognition (vocabulary),Cognition (reading)
Poverty,Cognition (working memory),9.818595e-05,School readiness,Cognition (vocabulary),Cognition (patterns)
Poverty,Plays sports,0.000102979044,School readiness,Cognition (vocabulary),Cognition (numbers)
Poverty,PE (teacher-rating),0.00016956561,School readiness,Cognition (vocabulary),Cognition (numbers)
Poverty,Cognition (vocabulary),0.0001989842,School readiness,Cognition (vocabulary),Cognition (numbers)
Poverty,Cognition (working memory),0.00029072413,School readiness,Cognition (vocabulary),Cognition (numbers)
Poverty,STEM (teacher-rating),0.00036892857,School readiness,Cognition (vocabulary),Cognition (numbers)
Poverty,English (teacher-rating),0.00022371563,School readiness,Cognition (vocabulary),Cognition (numbers)
Poverty,Art/music (teacher-rating),0.00013045646,School readiness,Cognition (vocabulary),Cognition (numbers)
Poverty,School aptitude (teacher-rating),0.00021654037,School readiness,Cognition (vocabulary),Cognition (numbers)
Poverty,Feelings (happiness),0.00011508046,School readiness,Cognition (vocabulary),Cognition (numbers)
Poverty,Emotional dysfunction,8.759748e-05,School readiness,Cognition (vocabulary),Cognition (numbers)
Poverty,Hyperactivity/inattention,9.3700524e-05,School readiness,Cognition (vocabulary),Cognition (numbers)
Poverty,Peer relationship problems,0.000104862345,School readiness,Cognition (vocabulary),Cognition (numbers)
Poverty,Prosocial behaviour,8.29913e-05,School readiness,Cognition (vocabulary),Cognition (numbers)
Poverty,Cognition (vocabulary),0.00016791177,School readiness,Cognition (vocabulary),STEM (teacher-rating)
Poverty,Cognition (working memory),0.00021976083,School readiness,Cognition (vocabulary),STEM (teacher-rating)
Poverty,STEM (teacher-rating),0.00042324205,School readiness,Cognition (vocabulary),STEM (teacher-rating)
Poverty,English (teacher-rating),0.00011306754,School readiness,Cognition (vocabulary),STEM (teacher-rating)
Poverty,School aptitude (teacher-rating),0.000111188565,School readiness,Cognition (vocabulary),STEM (teacher-rating)
Poverty,Feelings (laughter),0.00017340193,School readiness,Cognition (vocabulary),STEM (teacher-rating)
Poverty,Emotional dysfunction,0.00010243892,School readiness,Cognition (vocabulary),STEM (teacher-rating)
Poverty,STEM (teacher-rating),0.00012541233,School readiness,Cognition (vocabulary),English (teacher-rating)
Poverty,English (teacher-rating),0.0003792762,School readiness,Cognition (vocabulary),English (teacher-rating)
Poverty,Art/music (teacher-rating),0.00021525355,School readiness,Cognition (vocabulary),English (teacher-rating)
Poverty,School aptitude (teacher-rating),0.00025322172,School readiness,Cognition (vocabulary),English (teacher-rating)
Poverty,Feelings (happiness),7.6910546e-05,School readiness,Cognition (vocabulary),English (teacher-rating)
Poverty,Feelings (worrying),7.643181e-05,School readiness,Cognition (vocabulary),English (teacher-rating)
Poverty,Peer relationship problems,9.87247e-05,School readiness,Cognition (vocabulary),English (teacher-rating)
Poverty,Art/music (teacher-rating),0.00013086942,School readiness,Cognition (vocabulary),Art/music (teacher-rating)
Poverty,Emotional dysfunction,0.00020458265,School readiness,Emotional dysfunction,Emotional dysfunction
Poverty,Conduct problems,0.0001841019,School readiness,Conduct problems,Conduct problems
Poverty,STEM (teacher-rating),7.943709e-05,School readiness,Hyperactivity/inattention,Hyperactivity/inattention
Poverty,School aptitude (teacher-rating),8.28722e-05,School readiness,Hyperactivity/inattention,Hyperactivity/inattention
Poverty,Feelings (worrying),7.776932e-05,School readiness,Hyperactivity/inattention,Hyperactivity/inattention
Poverty,Feelings (sadness),8.455107e-05,School readiness,Hyperactivity/inattention,Hyperactivity/inattention
Poverty,Feelings (fear),9.3251154e-05,School readiness,Hyperactivity/inattention,Hyperactivity/inattention
Poverty,Hyperactivity/inattention,0.00053602713,School readiness,Hyperactivity/inattention,Hyperactivity/inattention
Poverty,Emotional dysfunction,7.739379e-05,School readiness,Peer relationship problems,Emotional dysfunction
Poverty,Peer relationship problems,0.00031897073,School readiness,Peer relationship problems,Peer relationship problems
Poverty,Prosocial behaviour,0.0003438369,School readiness,Prosocial behaviour,Prosocial behaviour
Poverty,Plays sports,8.219872e-05,Vocabulary,Parenting (activities),Parenting (involvement)
Poverty,STEM (teacher-rating),8.7360604e-05,Vocabulary,Parenting (activities),Parenting (involvement)
Poverty,STEM (teacher-rating),8.632263e-05,Vocabulary,Parenting (activities),Cognition (reading)
Poverty,English (teacher-rating),0.0001267008,Vocabulary,Parenting (activities),Cognition (reading)
Poverty,School aptitude (teacher-rating),8.511152e-05,Vocabulary,Parenting (activities),Cognition (reading)
Poverty,Art/music (teacher-rating),0.00010030516,Vocabulary,Household chaos,Digital access
Poverty,STEM (teacher-rating),0.00012794316,Vocabulary,Household chaos,Cognition (reading)
Poverty,English (teacher-rating),0.00018778969,Vocabulary,Household chaos,Cognition (reading)
Poverty,School aptitude (teacher-rating),0.00012614811,Vocabulary,Household chaos,Cognition (reading)
Poverty,Emotional dysfunction,0.00015708775,Vocabulary,Household chaos,Emotional dysfunction
Poverty,Bullies others (teacher-rating),7.7987956e-05,Vocabulary,Household chaos,Conduct problems
Poverty,Conduct problems,0.00019450745,Vocabulary,Household chaos,Conduct problems
Poverty,Hyperactivity/inattention,8.132502e-05,Vocabulary,Household chaos,Hyperactivity/inattention
Poverty,Prosocial behaviour,9.236783e-05,Vocabulary,Household chaos,Prosocial behaviour
Poverty,PE (teacher-rating),0.000116948046,Vocabulary,Health (general),PE (teacher-rating)
Poverty,Emotional dysfunction,0.0001494445,Vocabulary,Health (general),Emotional dysfunction
Poverty,STEM (teacher-rating),9.5299496e-05,Vocabulary,Cognition (patterns),Digital access
Poverty,Art/music (teacher-rating),0.00018745741,Vocabulary,Cognition (patterns),Digital access
Poverty,Feelings (laughter),0.000115485505,Vocabulary,Cognition (patterns),Digital access
Poverty,Plays sports,0.00046496984,Vocabulary,Cognition (patterns),PE (teacher-rating)
Poverty,PE (teacher-rating),0.0009509142,Vocabulary,Cognition (patterns),PE (teacher-rating)
Poverty,Cognition (vocabulary),0.00018113818,Vocabulary,Cognition (patterns),PE (teacher-rating)
Poverty,Art/music (teacher-rating),8.22022e-05,Vocabulary,Cognition (patterns),PE (teacher-rating)
Poverty,Bullied by others (teacher-rating),0.0002899381,Vocabulary,Cognition (patterns),PE (teacher-rating)
Poverty,Feelings (happiness),9.469935e-05,Vocabulary,Cognition (patterns),PE (teacher-rating)
Poverty,Feelings (laughter),0.00028894297,Vocabulary,Cognition (patterns),PE (teacher-rating)
Poverty,Feelings (anger),0.00010654515,Vocabulary,Cognition (patterns),PE (teacher-rating)
Poverty,Feelings (worrying),0.00012420535,Vocabulary,Cognition (patterns),PE (teacher-rating)
Poverty,Feelings (fear),0.00013747912,Vocabulary,Cognition (patterns),PE (teacher-rating)
Poverty,Emotional dysfunction,9.0831745e-05,Vocabulary,Cognition (patterns),PE (teacher-rating)
Poverty,Conduct problems,9.5768264e-05,Vocabulary,Cognition (patterns),PE (teacher-rating)
Poverty,Peer relationship problems,0.00029453408,Vocabulary,Cognition (patterns),PE (teacher-rating)
Poverty,Plays sports,9.9256955e-05,Vocabulary,Cognition (patterns),Cognition (reading)
Poverty,PE (teacher-rating),0.00025818343,Vocabulary,Cognition (patterns),Cognition (reading)
Poverty,Cognition (vocabulary),0.00029853356,Vocabulary,Cognition (patterns),Cognition (reading)
Poverty,STEM (teacher-rating),0.0008922428,Vocabulary,Cognition (patterns),Cognition (reading)
Poverty,English (teacher-rating),0.0013095973,Vocabulary,Cognition (patterns),Cognition (reading)
Poverty,Art/music (teacher-rating),0.0005099743,Vocabulary,Cognition (patterns),Cognition (reading)
Poverty,School aptitude (teacher-rating),0.0008797246,Vocabulary,Cognition (patterns),Cognition (reading)
Poverty,Bullies others (teacher-rating),0.0001007283,Vocabulary,Cognition (patterns),Cognition (reading)
Poverty,Bullied by others (teacher-rating),7.6181765e-05,Vocabulary,Cognition (patterns),Cognition (reading)
Poverty,Feelings (laughter),0.0003562719,Vocabulary,Cognition (patterns),Cognition (reading)
Poverty,Feelings (sadness),0.00018152456,Vocabulary,Cognition (patterns),Cognition (reading)
Poverty,Feelings (fear),7.6192344e-05,Vocabulary,Cognition (patterns),Cognition (reading)
Poverty,Conduct problems,0.000109747976,Vocabulary,Cognition (patterns),Cognition (reading)
Poverty,Hyperactivity/inattention,0.00015534187,Vocabulary,Cognition (patterns),Cognition (reading)
Poverty,Prosocial behaviour,8.276936e-05,Vocabulary,Cognition (patterns),Cognition (reading)
Poverty,Plays sports,0.0004835482,Vocabulary,Cognition (patterns),Cognition (patterns)
Poverty,PE (teacher-rating),0.000109778026,Vocabulary,Cognition (patterns),Cognition (patterns)
Poverty,Cognition (vocabulary),0.00040377938,Vocabulary,Cognition (patterns),Cognition (patterns)
Poverty,Cognition (working memory),0.0016846304,Vocabulary,Cognition (patterns),Cognition (patterns)
Poverty,STEM (teacher-rating),0.00085426826,Vocabulary,Cognition (patterns),Cognition (patterns)
Poverty,English (teacher-rating),0.00044274205,Vocabulary,Cognition (patterns),Cognition (patterns)
Poverty,Art/music (teacher-rating),0.00079493644,Vocabulary,Cognition (patterns),Cognition (patterns)
Poverty,School aptitude (teacher-rating),0.00042816816,Vocabulary,Cognition (patterns),Cognition (patterns)
Poverty,Bullies others (teacher-rating),0.00020833418,Vocabulary,Cognition (patterns),Cognition (patterns)
Poverty,Feelings (happiness),7.9448575e-05,Vocabulary,Cognition (patterns),Cognition (patterns)
Poverty,Feelings (laughter),9.191577e-05,Vocabulary,Cognition (patterns),Cognition (patterns)
Poverty,Feelings (anger),0.00015390248,Vocabulary,Cognition (patterns),Cognition (patterns)
Poverty,Feelings (worrying),0.0001563133,Vocabulary,Cognition (patterns),Cognition (patterns)
Poverty,Feelings (sadness),0.00028044241,Vocabulary,Cognition (patterns),Cognition (patterns)
Poverty,Emotional dysfunction,9.051033e-05,Vocabulary,Cognition (patterns),Cognition (patterns)
Poverty,Conduct problems,0.00023149072,Vocabulary,Cognition (patterns),Cognition (patterns)
Poverty,Prosocial behaviour,0.00018177643,Vocabulary,Cognition (patterns),Cognition (patterns)
Poverty,Plays sports,0.0002811779,Vocabulary,Cognition (patterns),Cognition (numbers)
Poverty,PE (teacher-rating),0.00046298842,Vocabulary,Cognition (patterns),Cognition (numbers)
Poverty,Cognition (vocabulary),0.00054331403,Vocabulary,Cognition (patterns),Cognition (numbers)
Poverty,Cognition (working memory),0.00079380424,Vocabulary,Cognition (patterns),Cognition (numbers)
Poverty,STEM (teacher-rating),0.0010073365,Vocabulary,Cognition (patterns),Cognition (numbers)
Poverty,English (teacher-rating),0.0006108417,Vocabulary,Cognition (patterns),Cognition (numbers)
Poverty,Art/music (teacher-rating),0.00035620332,Vocabulary,Cognition (patterns),Cognition (numbers)
Poverty,School aptitude (teacher-rating),0.0005912501,Vocabulary,Cognition (patterns),Cognition (numbers)
Poverty,Bullies others (teacher-rating),0.00015178401,Vocabulary,Cognition (patterns),Cognition (numbers)
Poverty,Bullied by others (teacher-rating),0.00018347563,Vocabulary,Cognition (patterns),Cognition (numbers)
Poverty,Feelings (happiness),0.00031422006,Vocabulary,Cognition (patterns),Cognition (numbers)
Poverty,Feelings (laughter),7.74677e-05,Vocabulary,Cognition (patterns),Cognition (numbers)
Poverty,Feelings (worrying),0.00010373439,Vocabulary,Cognition (patterns),Cognition (numbers)
Poverty,Feelings (sadness),0.0001230248,Vocabulary,Cognition (patterns),Cognition (numbers)
Poverty,Feelings (fear),0.0002005866,Vocabulary,Cognition (patterns),Cognition (numbers)
Poverty,Emotional dysfunction,0.00023917951,Vocabulary,Cognition (patterns),Cognition (numbers)
Poverty,Hyperactivity/inattention,0.00025584348,Vocabulary,Cognition (patterns),Cognition (numbers)
Poverty,Peer relationship problems,0.00028632014,Vocabulary,Cognition (patterns),Cognition (numbers)
Poverty,Prosocial behaviour,0.0002266026,Vocabulary,Cognition (patterns),Cognition (numbers)
Poverty,Plays sports,0.00011733912,Vocabulary,Cognition (patterns),STEM (teacher-rating)
Poverty,Cognition (vocabulary),0.00040692647,Vocabulary,Cognition (patterns),STEM (teacher-rating)
Poverty,Cognition (working memory),0.00053258025,Vocabulary,Cognition (patterns),STEM (teacher-rating)
Poverty,STEM (teacher-rating),0.0010257077,Vocabulary,Cognition (patterns),STEM (teacher-rating)
Poverty,English (teacher-rating),0.00027401396,Vocabulary,Cognition (patterns),STEM (teacher-rating)
Poverty,School aptitude (teacher-rating),0.00026946038,Vocabulary,Cognition (patterns),STEM (teacher-rating)
Poverty,Feelings (happiness),0.00013574665,Vocabulary,Cognition (patterns),STEM (teacher-rating)
Poverty,Feelings (laughter),0.00042023158,Vocabulary,Cognition (patterns),STEM (teacher-rating)
Poverty,Feelings (anger),0.00017898825,Vocabulary,Cognition (patterns),STEM (teacher-rating)
Poverty,Feelings (worrying),0.00012623087,Vocabulary,Cognition (patterns),STEM (teacher-rating)
Poverty,Emotional dysfunction,0.00024825602,Vocabulary,Cognition (patterns),STEM (teacher-rating)
Poverty,Conduct problems,0.00014432678,Vocabulary,Cognition (patterns),STEM (teacher-rating)
Poverty,Hyperactivity/inattention,0.00017964862,Vocabulary,Cognition (patterns),STEM (teacher-rating)
Poverty,Peer relationship problems,9.5771364e-05,Vocabulary,Cognition (patterns),STEM (teacher-rating)
Poverty,STEM (teacher-rating),0.00022517191,Vocabulary,Cognition (patterns),English (teacher-rating)
Poverty,English (teacher-rating),0.0006809725,Vocabulary,Cognition (patterns),English (teacher-rating)
Poverty,Art/music (teacher-rating),0.00038647756,Vocabulary,Cognition (patterns),English (teacher-rating)
Poverty,School aptitude (teacher-rating),0.0004546476,Vocabulary,Cognition (patterns),English (teacher-rating)
Poverty,Feelings (happiness),0.00013808925,Vocabulary,Cognition (patterns),English (teacher-rating)
Poverty,Feelings (laughter),7.649844e-05,Vocabulary,Cognition (patterns),English (teacher-rating)
Poverty,Feelings (worrying),0.00013722971,Vocabulary,Cognition (patterns),English (teacher-rating)
Poverty,Conduct problems,0.0001191117,Vocabulary,Cognition (patterns),English (teacher-rating)
Poverty,Peer relationship problems,0.00017725553,Vocabulary,Cognition (patterns),English (teacher-rating)
Poverty,Art/music (teacher-rating),0.0004497106,Vocabulary,Cognition (patterns),Art/music (teacher-rating)
Poverty,Feelings (worrying),0.00011916847,Vocabulary,Cognition (patterns),Art/music (teacher-rating)
Poverty,PE (teacher-rating),7.694898e-05,Vocabulary,Cognition (patterns),Likes reading (home)
Poverty,English (teacher-rating),9.341442e-05,Vocabulary,Cognition (patterns),Likes reading (home)
Poverty,Bullies others (teacher-rating),9.022919e-05,Vocabulary,Cognition (patterns),School liking
Poverty,Bullies others (teacher-rating),8.099789e-05,Vocabulary,Cognition (patterns),Emotional dysfunction
Poverty,Emotional dysfunction,0.00033135558,Vocabulary,Cognition (patterns),Emotional dysfunction
Poverty,Bullies others (teacher-rating),0.000115053845,Vocabulary,Cognition (patterns),Conduct problems
Poverty,Conduct problems,0.0002869524,Vocabulary,Cognition (patterns),Conduct problems
Poverty,Plays sports,0.00010138204,Vocabulary,Cognition (patterns),Hyperactivity/inattention
Poverty,PE (teacher-rating),9.685124e-05,Vocabulary,Cognition (patterns),Hyperactivity/inattention
Poverty,STEM (teacher-rating),0.00013114279,Vocabulary,Cognition (patterns),Hyperactivity/inattention
Poverty,English (teacher-rating),0.00010051766,Vocabulary,Cognition (patterns),Hyperactivity/inattention
Poverty,School aptitude (teacher-rating),0.00013681382,Vocabulary,Cognition (patterns),Hyperactivity/inattention
Poverty,Bullies others (teacher-rating),8.656152e-05,Vocabulary,Cognition (patterns),Hyperactivity/inattention
Poverty,Bullied by others (teacher-rating),0.00011859408,Vocabulary,Cognition (patterns),Hyperactivity/inattention
Poverty,Feelings (happiness),7.8656514e-05,Vocabulary,Cognition (patterns),Hyperactivity/inattention
Poverty,Feelings (anger),8.463564e-05,Vocabulary,Cognition (patterns),Hyperactivity/inattention
Poverty,Feelings (worrying),0.00012838948,Vocabulary,Cognition (patterns),Hyperactivity/inattention
Poverty,Feelings (sadness),0.00013958548,Vocabulary,Cognition (patterns),Hyperactivity/inattention
Poverty,Feelings (fear),0.00015394845,Vocabulary,Cognition (patterns),Hyperactivity/inattention
Poverty,Hyperactivity/inattention,0.00088492787,Vocabulary,Cognition (patterns),Hyperactivity/inattention
Poverty,Peer relationship problems,9.820596e-05,Vocabulary,Cognition (patterns),Hyperactivity/inattention
Poverty,Peer relationship problems,0.00022109952,Vocabulary,Cognition (patterns),Peer relationship problems
Poverty,Plays sports,0.00010653988,Vocabulary,Cognition (similarities),PE (teacher-rating)
Poverty,PE (teacher-rating),0.00021788574,Vocabulary,Cognition (similarities),PE (teacher-rating)
Poverty,STEM (teacher-rating),0.00021812116,Vocabulary,Cognition (similarities),Cognition (reading)
Poverty,English (teacher-rating),0.00032014924,Vocabulary,Cognition (similarities),Cognition (reading)
Poverty,Art/music (teacher-rating),0.0001246703,Vocabulary,Cognition (similarities),Cognition (reading)
Poverty,School aptitude (teacher-rating),0.00021506089,Vocabulary,Cognition (similarities),Cognition (reading)
Poverty,Feelings (laughter),8.7095614e-05,Vocabulary,Cognition (similarities),Cognition (reading)
